source_gen_row,source_bus,source_generator_id,device_key,source_device_role,source_zone,canonical_status,raw_status,raw_gen_row,raw_ireg,regulated_bus,source_pg_mw,source_qg_mvar,source_pmin_mw,source_pmax_mw,source_qmin_mvar,source_qmax_mvar,source_voltage_target_pu,source_gen_type,source_gen_fuel,source_eia_plant_code,source_eia_unit_key,native_generation_member,q_bounds_are_placeholder,raw_canonical_status_mismatch,recommended_treatment,role_evidence,canonical_regulated_bus,raw_remote_control_omitted
174,535,C1,PERFORM2019:GEN:535:C1,native_generation,G,1,1,179,0,535,769.999981,-65.95515,385.99999,769.999981,-538.999987,577.50001,1.02,"CC (Combined Cycle Generic)",ng,56940,56940_G921,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,535,0
175,546,1,PERFORM2019:GEN:546:1,native_generation,G,1,1,181,0,546,46.205348,32.600001,5,46.5,-25.600001,32.600001,1.02,"GT (Gas Turbine)",dfo,2628,2628-GEN1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,546,0
176,547,1,PERFORM2019:GEN:547:1,native_generation,I,0,0,182,0,547,0,0,0.1,0.2,-0.1,0.1,1.02,"IC (Internal Combustion)",dfo,62423,62423-778NG,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,547,0
177,547,2,PERFORM2019:GEN:547:2,native_generation,I,0,0,186,0,547,0,0,0.3,0.4,-0.2,0.3,1.02,"IC (Internal Combustion)",dfo,62423,62423-777NG,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,547,0
178,547,3,PERFORM2019:GEN:547:3,native_generation,I,0,0,187,0,547,0,0,0.2,0.8,-0.4,0.6,1.02,"IC (Internal Combustion)",dfo,62423,62423-771NG,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,547,0
179,547,4,PERFORM2019:GEN:547:4,native_generation,I,0,0,188,0,547,0,0,0.1,1,-0.6,0.7,1.02,"IC (Internal Combustion)",dfo,62423,62423-735G2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,547,0
180,547,5,PERFORM2019:GEN:547:5,native_generation,I,0,0,189,0,547,0,0,0.3,1,-0.6,0.7,1.02,"IC (Internal Combustion)",dfo,62423,62423-777G1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,547,0
181,547,6,PERFORM2019:GEN:547:6,native_generation,I,0,0,190,0,547,0,0,0.2,1,-0.6,0.7,1.02,"IC (Internal Combustion)",dfo,62423,62423-785G1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,547,0
182,547,7,PERFORM2019:GEN:547:7,native_generation,I,0,0,191,0,547,0,0,0.1,1.5,-0.8,1.1,1.02,"IC (Internal Combustion)",dfo,62423,62423-735G1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,547,0
183,547,8,PERFORM2019:GEN:547:8,native_generation,I,0,0,192,0,547,0,0,0.1,1.5,-0.8,1.1,1.02,"IC (Internal Combustion)",dfo,62423,62423-745G1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,547,0
184,547,9,PERFORM2019:GEN:547:9,native_generation,I,0,0,193,0,547,0,0,0.3,1.5,-0.8,1.1,1.02,"IC (Internal Combustion)",dfo,62423,62423-745G2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,547,0
185,547,10,PERFORM2019:GEN:547:10,native_generation,I,0,0,183,0,547,0,0,0.3,2,-1.1,1.4,1.02,"IC (Internal Combustion)",dfo,62423,62423-795G1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,547,0
186,547,11,PERFORM2019:GEN:547:11,native_generation,I,0,0,184,0,547,0,0,0.3,2,-1.1,1.4,1.02,"IC (Internal Combustion)",dfo,62423,62423-795G2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,547,0
187,547,12,PERFORM2019:GEN:547:12,native_generation,I,0,0,185,0,547,0,0,0.3,2.5,-1.4,1.8,1.02,"IC (Internal Combustion)",dfo,62423,62423-765G1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,547,0
188,552,1,PERFORM2019:GEN:552:1,native_generation,K,1,1,194,0,552,15.898612,-8.8,10.6,16,-8.8,11.2,1.01,"GT (Gas Turbine)",dfo,2517,2517-GT1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,552,0
189,552,2,PERFORM2019:GEN:552:2,native_generation,K,0,0,195,0,552,0,0,37,52.999997,-29.2,37.099999,1.01,"GT (Gas Turbine)",ng,2517,2517-GT2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,552,0
190,552,3,PERFORM2019:GEN:552:3,native_generation,K,0,0,196,0,552,0,0,37,52.999997,-29.2,37.099999,1.01,"GT (Gas Turbine)",ng,2517,2517-GT3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,552,0
191,552,4,PERFORM2019:GEN:552:4,native_generation,K,1,1,197,0,552,186.808717,-99.000371,15.000001,188,-103.400004,131.599998,1.01,"ST (Steam Turbine)",ng,2517,2517-3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,552,0
192,552,5,PERFORM2019:GEN:552:5,native_generation,K,1,1,198,0,552,186.808717,-99.000371,15.000001,188,-103.400004,131.599998,1.01,"ST (Steam Turbine)",ng,2517,2517-4,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,552,0
193,554,C1,PERFORM2019:GEN:554:C1,native_generation,K,1,1,199,0,554,229.999995,-199.677372,229.999995,348.899984,-244.230008,261.675,1.01,"CC (Combined Cycle Generic)",ng,56234,56234_CC01,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,554,0
194,556,C1,PERFORM2019:GEN:556:C1,native_generation,J,1,1,200,0,556,528.000021,364.368725,202.999997,528.000021,-369.60001,396.000004,1.02,"CC (Combined Cycle Generic)",ng,56196,56196_CC1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,556,0
195,557,1,PERFORM2019:GEN:557:1,native_generation,J,1,1,201,0,557,41.634494,6.226598,18.6,41.9,-23,29.300001,1.02,"GT (Gas Turbine)",ng,55243,55243-3-2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,557,0
196,557,2,PERFORM2019:GEN:557:2,native_generation,J,1,1,205,0,557,41.634494,6.226598,18.6,41.9,-23,29.300001,1.02,"GT (Gas Turbine)",ng,55243,55243-4-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,557,0
197,557,3,PERFORM2019:GEN:557:3,native_generation,J,1,1,206,0,557,41.634494,6.226598,18.6,41.9,-23,29.300001,1.02,"GT (Gas Turbine)",ng,55243,55243-3-4,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,557,0
198,557,4,PERFORM2019:GEN:557:4,native_generation,J,1,1,207,0,557,41.634494,6.226598,18.6,41.9,-23,29.300001,1.02,"GT (Gas Turbine)",ng,55243,55243-3-3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,557,0
199,557,5,PERFORM2019:GEN:557:5,native_generation,J,1,1,208,0,557,41.634494,6.226598,18.6,41.9,-23,29.300001,1.02,"GT (Gas Turbine)",ng,55243,55243-2-2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,557,0
200,557,6,PERFORM2019:GEN:557:6,native_generation,J,1,1,209,0,557,41.634494,6.226598,18.6,41.9,-23,29.300001,1.02,"GT (Gas Turbine)",ng,55243,55243-2-3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,557,0
201,557,7,PERFORM2019:GEN:557:7,native_generation,J,1,1,210,0,557,41.634494,6.226598,18.6,41.9,-23,29.300001,1.02,"GT (Gas Turbine)",ng,55243,55243-4-4,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,557,0
202,557,8,PERFORM2019:GEN:557:8,native_generation,J,1,1,211,0,557,41.634494,6.226598,18.6,41.9,-23,29.300001,1.02,"GT (Gas Turbine)",ng,55243,55243-2-4,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,557,0
203,557,9,PERFORM2019:GEN:557:9,native_generation,J,1,1,212,0,557,41.634494,6.226598,18.6,41.9,-23,29.300001,1.02,"GT (Gas Turbine)",ng,55243,55243-3-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,557,0
204,557,10,PERFORM2019:GEN:557:10,native_generation,J,1,1,202,0,557,41.634494,6.226598,18.6,41.9,-23,29.300001,1.02,"GT (Gas Turbine)",ng,55243,55243-4-3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,557,0
205,557,11,PERFORM2019:GEN:557:11,native_generation,J,1,1,203,0,557,41.634494,6.226598,18.6,41.9,-23,29.300001,1.02,"GT (Gas Turbine)",ng,55243,55243-4-2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,557,0
206,557,12,PERFORM2019:GEN:557:12,native_generation,J,1,1,204,0,557,41.634494,6.226598,18.6,41.9,-23,29.300001,1.02,"GT (Gas Turbine)",ng,55243,55243-2-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,557,0
207,562,1,PERFORM2019:GEN:562:1,native_generation,D,1,1,213,0,562,213.63759,-24.751927,1.5,215.00001,-118.299997,150.5,1.02,"WT (Wind Turbine)",wind,56857,56857-GEN1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,562,0
208,563,C1,PERFORM2019:GEN:563:C1,native_generation,F,1,1,214,0,563,71.543759,28.956228,50,72.000003,-50.400001,54.000002,1.02,"CC (Combined Cycle Generic)",ng,10190,10190_CCCC,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,563,0
209,564,1,PERFORM2019:GEN:564:1,native_generation,K,1,1,215,0,564,18.48214,-5.075241,12,18.6,-10.2,13,1.01,"GT (Gas Turbine)",dfo,2518,2518-GT2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,564,0
210,564,2,PERFORM2019:GEN:564:2,native_generation,K,1,1,216,0,564,52.564788,-5.075241,39.399999,52.899998,-29.100001,37,1.01,"GT (Gas Turbine)",dfo,2518,2518-GT1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,564,0
211,565,1,PERFORM2019:GEN:565:1,native_generation,H,1,1,217,0,565,59.321702,41.800001,7,59.7,-32.800001,41.800001,1.02,"ST (Steam Turbine)",other,50882,50882-GEN1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,565,0
212,569,1,PERFORM2019:GEN:569:1,native_generation,K,0,0,218,0,569,0,0,0.4,0.4,-0.2,0.3,1.01,"IC (Internal Combustion)",dfo,50292,50292-GEN4,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,569,0
213,569,6,PERFORM2019:GEN:569:6,native_generation,K,0,0,219,0,569,0,0,34.999999,60.000002,-33.000001,41.999999,1.01,"GT (Gas Turbine)",ng,50292,50292-GEN5,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,569,0
214,569,C1,PERFORM2019:GEN:569:C1,native_generation,K,1,1,220,0,569,83.070254,-28.121322,34.999999,83.600003,-58.520001,62.699997,1.01,"CC (Combined Cycle Generic)",ng,50292,50292_G602,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,569,0
215,569,C2,PERFORM2019:GEN:569:C2,native_generation,K,1,1,221,0,569,95.999998,-28.121322,40.000001,95.999998,-67.199999,72.000003,1.01,"CC (Combined Cycle Generic)",ng,50292,50292_G603,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,569,0
216,570,C1,PERFORM2019:GEN:570:C1,native_generation,J,1,1,222,0,570,120.432007,73.462266,66.000003,121.200001,-84.84,90.899998,1.02,"CC (Combined Cycle Generic)",ng,54114,54114_CC1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,570,0
217,571,1,PERFORM2019:GEN:571:1,native_generation,J,1,1,224,0,571,1,12.6,1,18.000001,-9.9,12.6,1.02,"GT (Gas Turbine)",ng,2490,2490-GT1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,571,0
218,571,2,PERFORM2019:GEN:571:2,native_generation,J,1,1,225,0,571,170.950401,39.452526,89.999998,342.000008,-188.100004,239.400005,1.02,"ST (Steam Turbine)",ng,2490,2490-2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,571,0
219,571,3,PERFORM2019:GEN:571:3,native_generation,J,1,1,226,0,571,535.500002,39.452526,150,535.500002,-294.499993,374.900007,1.02,"ST (Steam Turbine)",ng,2490,2490-3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,571,0
220,571,X,PERFORM2019:GEN:571:X,external_boundary_proxy,J,1,1,227,0,571,129.999995,39.452526,129.999995,129.999995,-9900,9900,1.02,"proxy",import,,,0,1,0,remove_generator_and_apply_separate_scheduled_P_fixed_Q,canonical_fuel_type_and_RAW_bus_unit_ID,571,0
221,573,1,PERFORM2019:GEN:573:1,native_generation,E,1,1,228,0,573,3.528792,-1.528576,0.5,3.6,-2,2.5,1.02,"HY (Hydro)",hydro,50512,50512-GEN3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,573,0
222,573,2,PERFORM2019:GEN:573:2,native_generation,E,1,1,229,0,573,14.213191,-1.528576,2.2,14.5,-8,10.2,1.02,"HY (Hydro)",hydro,50512,50512-GEN1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,573,0
223,573,3,PERFORM2019:GEN:573:3,native_generation,E,1,1,230,0,573,14.213191,-1.528576,2.2,14.5,-8,10.2,1.02,"HY (Hydro)",hydro,50512,50512-GEN2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,573,0
224,575,1,PERFORM2019:GEN:575:1,native_generation,C,1,1,231,0,575,4.9011,3.5,2.8,5,-2.8,3.5,1.02,"HY (Hydro)",hydro,2569,2569-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,575,0
225,575,2,PERFORM2019:GEN:575:2,native_generation,C,1,1,232,0,575,4.9011,3.5,2.8,5,-2.8,3.5,1.02,"HY (Hydro)",hydro,2569,2569-2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,575,0
226,577,1,PERFORM2019:GEN:577:1,native_generation,K,1,1,233,0,577,16.892277,1.477275,1,17,-9.4,11.9,1.01,"ST (Steam Turbine)",other,50649,50649-GEN1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,577,0
227,577,C1,PERFORM2019:GEN:577:C1,native_generation,K,1,1,234,0,577,81.480396,1.477275,44.999999,81.999999,-57.4,61.500001,1.01,"CC (Combined Cycle Generic)",ng,56188,56188_CC1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,577,0
228,579,1,PERFORM2019:GEN:579:1,native_generation,E,0,0,235,0,579,0,0,5,26.899999,-14.8,18.799999,1.02,"ST (Steam Turbine)",dfo,10803,10803-GEN3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,579,0
229,580,X,PERFORM2019:GEN:580:X,external_boundary_proxy,K,1,1,237,0,580,150,13.597302,150,150,-9900,9900,1.03,"proxy",import,,,0,1,0,remove_generator_and_apply_separate_scheduled_P_fixed_Q,canonical_fuel_type_and_RAW_bus_unit_ID,580,0
230,589,3,PERFORM2019:GEN:589:3,native_generation,K,1,1,239,0,589,78.101945,-43.200001,23.999999,78.600001,-43.200001,55.000001,1.01,"ST (Steam Turbine)",other,10642,10642-GEN1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,589,0
231,589,C1,PERFORM2019:GEN:589:C1,native_generation,K,1,1,240,0,589,54.651493,-38.499999,37.799999,55.000001,-38.499999,41.249999,1.01,"CC (Combined Cycle Generic)",ng,52056,52056_CC1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,589,0
232,595,1,PERFORM2019:GEN:595:1,native_generation,J,1,1,242,0,595,1,32.9,1,47,-25.9,32.9,1.02,"GT (Gas Turbine)",ng,7913,7913-HG01,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,595,0
233,595,2,PERFORM2019:GEN:595:2,native_generation,J,1,1,243,0,595,1,32.9,1,47,-25.9,32.9,1.02,"GT (Gas Turbine)",ng,7913,7913-HG02,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,595,0
234,595,3,PERFORM2019:GEN:595:3,native_generation,J,1,1,244,0,595,1,32.9,1,47,-25.9,32.9,1.02,"GT (Gas Turbine)",ng,7914,7914-HR01,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,595,0
235,595,4,PERFORM2019:GEN:595:4,native_generation,J,1,1,245,0,595,1,32.9,1,47,-25.9,32.9,1.02,"GT (Gas Turbine)",ng,7914,7914-HR02,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,595,0
236,596,1,PERFORM2019:GEN:596:1,native_generation,J,0,0,246,0,596,0,0,0.3,1.7,-0.9,1.2,1.02,"IC (Internal Combustion)",dfo,52168,52168-U0007,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,596,0
237,596,2,PERFORM2019:GEN:596:2,native_generation,J,0,0,247,0,596,0,0,10.3,12.899999,-7.1,9,1.02,"GT (Gas Turbine)",dfo,52168,52168-GEN3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,596,0
238,596,3,PERFORM2019:GEN:596:3,native_generation,J,0,0,248,0,596,0,0,10.3,12.899999,-7.1,9,1.02,"GT (Gas Turbine)",dfo,52168,52168-GEN4,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,596,0
239,596,4,PERFORM2019:GEN:596:4,native_generation,J,0,0,249,0,596,0,0,3,16,-8.8,11.2,1.02,"ST (Steam Turbine)",dfo,52168,52168-GEN2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,596,0
240,600,1,PERFORM2019:GEN:600:1,native_generation,J,0,0,250,0,600,0,0,0,0.1,-0.1,0.1,1.02,"IC (Internal Combustion)",ng,61026,61026-GARG,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,600,0
241,600,2,PERFORM2019:GEN:600:2,native_generation,J,0,0,261,0,600,0,0,0.1,0.2,-0.1,0.1,1.02,"IC (Internal Combustion)",ng,58507,58507-EMG07,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,600,0
242,600,3,PERFORM2019:GEN:600:3,native_generation,J,0,0,265,0,600,0,0,0.1,0.2,-0.1,0.1,1.02,"IC (Internal Combustion)",ng,58507,58507-EMG08,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,600,0
243,600,4,PERFORM2019:GEN:600:4,native_generation,J,0,0,266,0,600,0,0,0.1,0.3,-0.2,0.2,1.02,"IC (Internal Combustion)",ng,58507,58507-EMG06,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,600,0
244,600,5,PERFORM2019:GEN:600:5,native_generation,J,0,0,267,0,600,0,0,0.1,0.5,-0.3,0.4,1.02,"IC (Internal Combustion)",ng,58507,58507-EMG04,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,600,0
245,600,6,PERFORM2019:GEN:600:6,native_generation,J,0,0,268,0,600,0,0,0.1,0.5,-0.3,0.4,1.02,"IC (Internal Combustion)",ng,58507,58507-EMG05,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,600,0
246,600,7,PERFORM2019:GEN:600:7,native_generation,J,0,0,269,0,600,0,0,0.1,0.6,-0.3,0.4,1.02,"IC (Internal Combustion)",ng,58507,58507-EMG02,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,600,0
247,600,8,PERFORM2019:GEN:600:8,native_generation,J,0,0,270,0,600,0,0,0.1,0.6,-0.3,0.4,1.02,"IC (Internal Combustion)",ng,58507,58507-EMG03,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,600,0
248,600,9,PERFORM2019:GEN:600:9,native_generation,J,0,0,271,0,600,0,0,0.1,1,-0.6,0.7,1.02,"IC (Internal Combustion)",ng,58507,58507-EMG01,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,600,0
249,600,10,PERFORM2019:GEN:600:10,native_generation,J,0,0,251,0,600,0,0,0.1,1.4,-0.8,1,1.02,"IC (Internal Combustion)",ng,61026,61026-MHB2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,600,0
250,600,11,PERFORM2019:GEN:600:11,native_generation,J,0,0,252,0,600,0,0,0.1,1.4,-0.8,1,1.02,"IC (Internal Combustion)",ng,61026,61026-MHB3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,600,0
251,600,12,PERFORM2019:GEN:600:12,native_generation,J,0,0,253,0,600,0,0,0.2,1.5,-0.8,1.1,1.02,"IC (Internal Combustion)",ng,61026,61026-MHB4,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,600,0
252,600,13,PERFORM2019:GEN:600:13,native_generation,J,0,0,254,0,600,0,0,0.2,1.5,-0.8,1.1,1.02,"IC (Internal Combustion)",ng,61026,61026-MHB5,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,600,0
253,600,14,PERFORM2019:GEN:600:14,native_generation,J,0,0,255,0,600,0,0,1.2,1.6,-0.9,1.1,1.02,"IC (Internal Combustion)",ng,58507,58507-S0001,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,600,0
254,600,15,PERFORM2019:GEN:600:15,native_generation,J,0,0,256,0,600,0,0,1.2,1.6,-0.9,1.1,1.02,"IC (Internal Combustion)",ng,58507,58507-S0002,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,600,0
255,600,16,PERFORM2019:GEN:600:16,native_generation,J,0,0,257,0,600,0,0,1.2,1.6,-0.9,1.1,1.02,"IC (Internal Combustion)",dfo,58507,58507-S0003,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,600,0
256,600,17,PERFORM2019:GEN:600:17,native_generation,J,0,0,258,0,600,0,0,0.2,2,-1.1,1.4,1.02,"IC (Internal Combustion)",ng,61026,61026-CHNY1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,600,0
257,600,18,PERFORM2019:GEN:600:18,native_generation,J,0,0,259,0,600,0,0,0.2,2,-1.1,1.4,1.02,"IC (Internal Combustion)",dfo,61026,61026-CHNY2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,600,0
258,600,19,PERFORM2019:GEN:600:19,native_generation,J,0,0,260,0,600,0,0,0.1,2,-1.1,1.4,1.02,"IC (Internal Combustion)",ng,58507,58507-EMG09,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,600,0
259,600,20,PERFORM2019:GEN:600:20,native_generation,J,0,0,262,0,600,0,0,0.1,2,-1.1,1.4,1.02,"IC (Internal Combustion)",ng,58507,58507-EMG10,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,600,0
260,600,21,PERFORM2019:GEN:600:21,native_generation,J,0,0,263,0,600,0,0,0.2,2,-1.1,1.4,1.02,"IC (Internal Combustion)",ng,61026,61026-MHB1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,600,0
