control_key,device_key,source_bus,source_control_role,canonical_enabled,regulated_bus,setpoint_pu,qmin_mvar,qmax_mvar,bounds_are_placeholder,recommended_treatment,raw_regulated_bus,raw_remote_control_omitted
PERFORM2019:SWITCHED_SHUNT:608:CONTROL,PERFORM2019:SWITCHED_SHUNT:608,608,static_BINIT_switched_control_disabled,0,0,NaN,NaN,NaN,0,retain_canonical_BS_once_do_not_add_QS_generator_or_enable_switching,0,0
PERFORM2019:SWITCHED_SHUNT:609:CONTROL,PERFORM2019:SWITCHED_SHUNT:609,609,static_BINIT_switched_control_disabled,0,0,NaN,NaN,NaN,0,retain_canonical_BS_once_do_not_add_QS_generator_or_enable_switching,0,0
PERFORM2019:SWITCHED_SHUNT:621:CONTROL,PERFORM2019:SWITCHED_SHUNT:621,621,static_BINIT_switched_control_disabled,0,627,NaN,NaN,NaN,0,retain_canonical_BS_once_do_not_add_QS_generator_or_enable_switching,627,0
PERFORM2019:SWITCHED_SHUNT:623:CONTROL,PERFORM2019:SWITCHED_SHUNT:623,623,static_BINIT_switched_control_disabled,0,0,NaN,NaN,NaN,0,retain_canonical_BS_once_do_not_add_QS_generator_or_enable_switching,0,0
PERFORM2019:SWITCHED_SHUNT:733:CONTROL,PERFORM2019:SWITCHED_SHUNT:733,733,static_BINIT_switched_control_disabled,0,0,NaN,NaN,NaN,0,retain_canonical_BS_once_do_not_add_QS_generator_or_enable_switching,0,0
PERFORM2019:SWITCHED_SHUNT:736:CONTROL,PERFORM2019:SWITCHED_SHUNT:736,736,static_BINIT_switched_control_disabled,0,0,NaN,NaN,NaN,0,retain_canonical_BS_once_do_not_add_QS_generator_or_enable_switching,0,0
PERFORM2019:SWITCHED_SHUNT:737:CONTROL,PERFORM2019:SWITCHED_SHUNT:737,737,static_BINIT_switched_control_disabled,0,0,NaN,NaN,NaN,0,retain_canonical_BS_once_do_not_add_QS_generator_or_enable_switching,0,0
PERFORM2019:SWITCHED_SHUNT:738:CONTROL,PERFORM2019:SWITCHED_SHUNT:738,738,static_BINIT_switched_control_disabled,0,0,NaN,NaN,NaN,0,retain_canonical_BS_once_do_not_add_QS_generator_or_enable_switching,0,0
PERFORM2019:SWITCHED_SHUNT:739:CONTROL,PERFORM2019:SWITCHED_SHUNT:739,739,static_BINIT_switched_control_disabled,0,0,NaN,NaN,NaN,0,retain_canonical_BS_once_do_not_add_QS_generator_or_enable_switching,0,0
PERFORM2019:SWITCHED_SHUNT:740:CONTROL,PERFORM2019:SWITCHED_SHUNT:740,740,static_BINIT_switched_control_disabled,0,0,NaN,NaN,NaN,0,retain_canonical_BS_once_do_not_add_QS_generator_or_enable_switching,0,0
PERFORM2019:SWITCHED_SHUNT:822:CONTROL,PERFORM2019:SWITCHED_SHUNT:822,822,static_BINIT_switched_control_disabled,0,0,NaN,NaN,NaN,0,retain_canonical_BS_once_do_not_add_QS_generator_or_enable_switching,0,0
PERFORM2019:SWITCHED_SHUNT:840:CONTROL,PERFORM2019:SWITCHED_SHUNT:840,840,static_BINIT_switched_control_disabled,0,0,NaN,NaN,NaN,0,retain_canonical_BS_once_do_not_add_QS_generator_or_enable_switching,0,0
PERFORM2019:SWITCHED_SHUNT:842:CONTROL,PERFORM2019:SWITCHED_SHUNT:842,842,static_BINIT_switched_control_disabled,0,0,NaN,NaN,NaN,0,retain_canonical_BS_once_do_not_add_QS_generator_or_enable_switching,0,0
PERFORM2019:SWITCHED_SHUNT:846:CONTROL,PERFORM2019:SWITCHED_SHUNT:846,846,static_BINIT_switched_control_disabled,0,0,NaN,NaN,NaN,0,retain_canonical_BS_once_do_not_add_QS_generator_or_enable_switching,0,0
PERFORM2019:SWITCHED_SHUNT:861:CONTROL,PERFORM2019:SWITCHED_SHUNT:861,861,static_BINIT_switched_control_disabled,0,0,NaN,NaN,NaN,0,retain_canonical_BS_once_do_not_add_QS_generator_or_enable_switching,0,0
PERFORM2019:SWITCHED_SHUNT:999:CONTROL,PERFORM2019:SWITCHED_SHUNT:999,999,static_BINIT_switched_control_disabled,0,0,NaN,NaN,NaN,0,retain_canonical_BS_once_do_not_add_QS_generator_or_enable_switching,0,0
PERFORM2019:SWITCHED_SHUNT:1138:CONTROL,PERFORM2019:SWITCHED_SHUNT:1138,1138,static_BINIT_switched_control_disabled,0,0,NaN,NaN,NaN,0,retain_canonical_BS_once_do_not_add_QS_generator_or_enable_switching,0,0
PERFORM2019:SWITCHED_SHUNT:1160:CONTROL,PERFORM2019:SWITCHED_SHUNT:1160,1160,static_BINIT_switched_control_disabled,0,0,NaN,NaN,NaN,0,retain_canonical_BS_once_do_not_add_QS_generator_or_enable_switching,0,0
PERFORM2019:SWITCHED_SHUNT:1161:CONTROL,PERFORM2019:SWITCHED_SHUNT:1161,1161,static_BINIT_switched_control_disabled,0,0,NaN,NaN,NaN,0,retain_canonical_BS_once_do_not_add_QS_generator_or_enable_switching,0,0
PERFORM2019:SWITCHED_SHUNT:1164:CONTROL,PERFORM2019:SWITCHED_SHUNT:1164,1164,static_BINIT_switched_control_disabled,0,0,NaN,NaN,NaN,0,retain_canonical_BS_once_do_not_add_QS_generator_or_enable_switching,0,0
PERFORM2019:SWITCHED_SHUNT:1204:CONTROL,PERFORM2019:SWITCHED_SHUNT:1204,1204,static_BINIT_switched_control_disabled,0,0,NaN,NaN,NaN,0,retain_canonical_BS_once_do_not_add_QS_generator_or_enable_switching,0,0
PERFORM2019:SWITCHED_SHUNT:1484:CONTROL,PERFORM2019:SWITCHED_SHUNT:1484,1484,static_BINIT_switched_control_disabled,0,0,NaN,NaN,NaN,0,retain_canonical_BS_once_do_not_add_QS_generator_or_enable_switching,0,0
PERFORM2019:SWITCHED_SHUNT:1489:CONTROL,PERFORM2019:SWITCHED_SHUNT:1489,1489,static_BINIT_switched_control_disabled,0,0,NaN,NaN,NaN,0,retain_canonical_BS_once_do_not_add_QS_generator_or_enable_switching,0,0
PERFORM2019:SWITCHED_SHUNT:1496:CONTROL,PERFORM2019:SWITCHED_SHUNT:1496,1496,static_BINIT_switched_control_disabled,0,0,NaN,NaN,NaN,0,retain_canonical_BS_once_do_not_add_QS_generator_or_enable_switching,0,0
PERFORM2019:SWITCHED_SHUNT:1539:CONTROL,PERFORM2019:SWITCHED_SHUNT:1539,1539,static_BINIT_switched_control_disabled,0,0,NaN,NaN,NaN,0,retain_canonical_BS_once_do_not_add_QS_generator_or_enable_switching,0,0
